UniqueCount	AmbigCount
0	115
0	356
0	0
0	10
0	3
0	5
0	1
0	795
0	2
0	1
1	0
0	1
3	38
0	57
0	310
0	305
0	65
0	275
1	271
0	135
2	14
0	45
0	288
0	19
0	75
0	148
1	93
4	60
0	75
0	105
0	67
0	43
0	82
0	288
0	47
8	91
0	150
1	339
0	278
15	167
0	117
0	316
2	334
1	112
19	62
0	469
0	477
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	287
0	38
0	319
1	172
1	136
0	8
0	3
0	1
414	593
0	4
0	15
8	23
0	16
0	10
0	5
2	23
0	136
27	39
0	20
0	113
4	90
4	10
0	2
6	84
0	113
1	114
0	116
0	8
0	14
0	3
1	5
0	11
11	105
0	18
0	8
0	9
0	6
0	10
0	0
0	0
3	22
0	4
0	13
0	3
0	3
2	13
1	4
0	2
0	2716
0	1651
0	4376
0	2965
9	893
0	2464
0	2971
0	4369
0	2470
1	3035
0	226
0	4375
0	298
23	2942
0	3921
2	172
16	930
0	2834
0	4342
0	2309
0	2810
0	2310
0	3360
0	4215
0	1690
0	1163
0	2198
0	721
0	4214
0	2255
0	3068
0	471
0	1719
0	480
0	631
6	210
0	424
0	426
0	525
0	256
2	28
0	502
1	23
0	299
0	67
0	183
2	23
0	19
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	0
33	82
0	1711
278	1723
0	0
0	0
0	0
381	1
1	429
0	136
0	458
0	331
1	43
13	385
0	91
3	102
0	468
1	864
1	442
0	739
0	868
0	1073
0	376
0	756
0	900
0	327
0	269
1	382
1	932
15	998
0	567
7	100
1	902
1	0
0	0
0	7
0	18
0	9
1	90
1	828
0	175
1	89
2	0
0	1
0	0
0	0
0	0
0	0
0	0
36	174
0	488
0	488
1	171
1	12
0	16
4	14
6	13
0	136
0	220
0	212
0	213
0	126
0	40
0	27
8	36
0	36
4	33
0	153
0	60
102	326
0	46
0	20
0	12
0	225
0	84
0	26
0	9
0	18
0	14
1	22
0	22
0	0
1	9
2	4273
1	4059
4905	4293
0	2
0	0
0	0
15	1
0	0
3	202
230	255
0	94
0	57
0	117
2	42
0	28
12	678
0	628
1	46
2	167
5	27
1	650
8	847
14	845
105	368
0	15
0	22
0	21
0	16
0	512
0	7
0	0
0	23
4	44
0	22
0	708
0	713
0	86
2	431
0	120
102	6827
25	4406
0	713
4	3749
8	396
0	2918
8	3698
14	7308
46	6720
3	2
9	85
2	512
0	3421
10	2799
0	2149
4	899
7	2040
0	173
0	173
0	17
0	166
1	153
3	82
0	157
0	1
0	153
0	3
0	153
0	0
0	95
0	153
0	153
0	0
0	1
0	16
0	0
0	0
0	0
0	153
242	246
0	0
0	0
1	54
2	188
2	167
0	177
6	953
1	154
2	863
52	297
0	977
6	428
0	537
0	1238
113	1188
0	1182
1	1436
0	94
2	453
0	112
0	480
1	459
0	1132
50	247
0	3
0	0
0	0
0	3
34	304
0	8
0	521
1	178
0	199
2	68
24	190
2	47
0	2
0	198
0	2
0	3
0	2
0	2
0	5
0	3
0	93
2	2
4	37
1	0
0	860
110	1098
0	8
2	4
0	39
0	48
0	47
0	38
0	47
0	15
0	0
0	0
0	47
0	0
0	0
0	0
0	0
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	75
0	1442
0	1
0	1001
0	1013
0	1004
4	1007
7	1025
1	700
0	509
1	715
0	493
0	601
0	0
0	0
0	1409
0	4
0	13
0	5
0	1
0	2
2	4
0	6
202	0
11	1471
1	462
3	358
0	1237
198	1472
0	1
0	2
0	0
0	0
0	1
0	0
0	0
0	1
0	46
0	17
0	0
1	46
0	1
0	1
0	40
0	25
0	7
0	8
0	6
0	4
5	25
0	5
2	4
45	4
0	39
0	150
0	150
0	21
4	744
0	3314
0	303
3	222
351	230
0	70
3	381
1	742
0	462
0	3305
0	3275
0	2
0	0
0	620
0	0
2	12
0	237
0	479
7	2
0	1129
0	148
0	99
5	979
0	422
0	1
0	259
6	59
12	1084
0	0
0	0
0	0
0	879
0	52
3	4317
20	3911
0	0
0	0
0	0
0	0
26	4183
0	0
0	89
0	0
0	0
0	0
0	0
0	0
0	0
24	4269
0	0
0	0
0	102
0	1151
0	71
0	31
1	39
291	1893
0	1773
1	801
0	71
1	554
1	50
1	37
0	32
100	1049
360	230
222	410
0	26
0	33
1	24
0	3
0	394
0	107
0	105
2	31
0	115
0	113
2	106
0	14
0	10
0	2
0	3
0	2
5	31
0	209
5	262
49	124
2	211
42	539
0	7
0	9
0	8
1	399
2	97
0	10
0	96
0	88
0	89
0	12
1	88
1	1
1	2
3	104
0	124
4	125
0	22
0	22
1081	272
0	5
0	9
0	6
0	18
0	13
32	293
0	0
0	0
99	294
0	0
0	0
0	0
7	24
15	23
0	0
0	49
0	48
13	1
10	30
0	46811
0	39957
0	46811
2	44086
0	40561
0	44058
1	43973
0	37236
0	37197
0	35464
29	44463
0	38265
0	37587
1	37224
0	44440
2	44645
1	39205
2	43999
0	44928
3	23218
0	26774
1	43514
1	24695
0	26748
0	26826
0	0
6	0
0	2
0	32
0	43
0	26
0	688
1	682
0	1
0	4
0	0
0	0
0	0
0	827
0	1
0	746
0	764
20	5
0	612
0	725
0	748
0	658
4	531
0	423
0	587
0	733
0	578
0	371
0	437
0	305
0	309
0	121
0	179
0	35
1	199
1	589
0	49
1	91
0	156
0	246
0	234
1	183
0	364
0	86
0	365
1	365
0	378
0	378
0	186
0	104
0	267
0	246
0	43
0	147
0	14
0	13
1	11
1	3
0	8
0	5
0	6
3	1
0	0
0	0
0	61
0	61
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
7	3780
13	239
1	1703
0	3819
6	3178
1	4158
0	556
31	3806
1	1270
0	3792
0	3786
1	586
3	200
0	207
0	626
4	59
0	649
0	618
0	645
0	405
11	298
2	500
0	300
0	253
0	114
0	145
0	126
0	745
0	737
0	449
1	376
0	456
2	52
5	66
0	57
3	22
0	44
1	406
0	33
1	121
0	36
1	9
0	1
0	355
0	1
0	9
0	1
1	11
1	1
0	0
2	10
0	9
2	9
6	11
6	748
0	748
30	55
0	0
0	0
0	0
0	46949
223	42797
10	20302
0	16336
1	41326
12	43355
9	4818
16	11523
0	6451
1	6389
21	32958
12	1353
0	7705
1	6103
26	7524
39	4416
1	9
6	11103
0	145
1	226
5	239
22	827
10	153
0	151
23	238
9	160
6	79
735	1139
0	22
8	29
0	28
1	29
2	39
65	37
0	48
2	33
0	37
0	43
2	43
1	23
1	67
8	411
0	49
0	36
0	53
0	9
35	398
0	52
0	99
0	88
0	187
0	43
0	114
0	69
0	579
0	67
0	179
1	812
0	602
3	278
2	19
0	561
0	581
5	58
0	85
0	104
1	57
1	2
0	0
0	790
0	0
0	0
0	0
0	76
0	0
0	0
0	0
0	0
0	0
0	168
0	0
0	643
0	0
0	0
0	0
576	811
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
6	477
1	447
5	468
1	83
0	114
0	67
0	150
0	10
0	3
4	41
0	116
6	133
0	41
0	686
32	904
0	79
0	103
0	952
1	49
1	325
22	1113
0	0
39	193
8	213
0	46
1	86
2	544
0	2477
5	608
0	961
1	7813
0	733
0	8329
0	1721
0	2251
4	1467
0	1896
0	2221
2	11363
0	8170
0	2120
0	1684
0	9410
0	6545
0	10731
0	3072
0	32
0	10744
0	3212
2	4473
0	6912
13	7031
7	146
0	21
0	0
0	0
0	0
0	30
0	53
0	0
2660	331
0	64
321	192
38	77
0	1
0	44
7	177
7	44
0	3
0	0
0	1
2	4
0	0
12	173
440	234
0	0
0	0
0	58
6	15
0	27
0	17
0	59
2	58
0	369
0	0
0	217
13	264
22	3966
20	4078
129	2722
3	2971
13	1488
25	341
0	299
47	4608
0	21
0	0
1	347
0	95
0	0
0	0
0	0
1183	96
0	0
1	118
850	53
518	183
0	404
0	792
5	415
2	755
0	137
1	106
0	148
0	84
0	93
2	43
57	19841
0	22897
1	15530
7	10555
4	12179
2	22545
0	12640
9	1104
6	19127
0	0
0	420
1	409
1	319
0	366
0	400
0	401
0	385
4	341
0	346
0	7
0	1854
1	101
1	81
2	367
25	385
10	250
7	1
0	286
0	58
0	105
0	4
1	8
0	11
80	31
0	228
4	32
0	9
0	204
3	4879
0	4490
1	4872
0	343
0	749
0	1607
0	462
2	896
0	5046
3	18
0	0
2	2
0	2
11	2
0	366
0	99
78	577
0	179
0	150
0	0
1	164
0	0
1	119
0	37
19	220
2	118
0	194
0	93
3	41
0	204
0	204
0	208
0	109
21	464
1	439
0	202
0	57
0	34
2	43
0	23
0	8
0	438
0	439
0	197
0	36
0	222
0	209
0	239
0	16
4	24
0	89
0	83
1	9
0	6
2	88
0	0
0	0
0	0
0	0
0	6
0	1
0	6
1	416
73	449
0	20
3	453
1	119
0	420
0	0
8	420
72	202
611	119
1	38
0	0
0	0
0	212
651	14
2	36
0	90
7	727
2	795
0	776
9	771
9	388
0	751
1	25
0	116
1	6
0	5
0	8
0	74
0	79
0	6
0	1
0	7
0	1457
0	1063
0	1368
0	1443
1	1407
9	1320
0	1036
7	1451
4	1224
3	607
0	238
0	216
3	212
0	304
0	895
0	106
3	133
79	206
7	75
0	1532
0	11
2	179
0	0
0	0
163	1271
0	0
711	1260
0	0
0	5
0	0
2	32
5	32
0	1612
0	1602
0	1582
0	169
8	301
1	2
28	1546
12	49
8	82
0	1636
0	1509
0	121
22	327
41	97
4	42
0	327
0	0
0	0
0	1
0	36
26	220
0	204
15	203
2	13
0	6
40	4012
34	4012
0	1075
0	147
0	153
0	47
38	5682
0	0
18	1
0	1395
1	48
0	0
172	1395
0	107
0	52
1	141
10	43
0	149
0	51
1	147
10	107
4	69
0	407
0	332
0	365
0	376
0	358
0	379
0	140
0	326
1	325
0	95
0	82
0	120
0	55
14	221
0	535
0	1710
0	1786
0	1784
0	682
0	828
0	557
0	29
0	307
0	1718
0	60
0	368
0	483
0	1770
0	1518
0	1759
1	206
0	481
4	478
0	575
0	1810
0	850
0	539
0	457
1	40
0	574
0	147
0	208
0	243
0	361
0	163
0	518
0	162
0	69
0	1755
3	339
3	246
1	356
0	234
0	0
0	0
0	5
0	248
0	4
0	1
0	82
0	55
2	48
1	21
1	1
184	82
0	0
92	95
0	233
1	12
0	26
4	28
0	78
0	79
0	678
0	51
0	78
1	650
0	52
0	65
2	443
0	2576
14	2538
29	2612
1	116
127	378
0	556
3	2632
16	210
1	406
1	307
0	10
3	3
0	0
0	157
44	138
0	0
0	1
0	3
0	0
0	5
0	5
0	0
0	2
0	4
0	0
0	0
0	4
0	0
0	0
0	1
0	2
0	0
0	0
0	1
0	74
0	0
976	1248
0	0
0	0
5	1243
159	0
10	369
2	99
0	29
0	12
0	12
1	0
3	486
0	16
0	28
1	16
0	49
1923	3
0	55
2	25
0	477
0	1077
0	770
0	807
0	837
0	1102
0	41
0	153
0	3
0	237
0	43
0	80
0	1065
2	62
5	4
1	66
0	42
0	2
0	116
0	120
0	102
0	7
0	108
0	1
0	0
0	0
18	858
0	601
0	122
2	62
0	21
0	687
13	48
0	55
6	14
0	560
0	10
2	18
69	11
6	9
12	36
2	2
0	0
0	0
15	5545
0	0
24	2156
2526	6830
0	3041
10	3835
0	28
3	125
0	162
0	204
1	190
0	262
0	381
0	429
0	257
0	237
1	287
4	381
10	72
0	298
14	255
0	35
0	25
0	0
0	249
7	310
0	49
0	50
0	108
0	1277
0	580
0	2154
0	940
0	1996
0	2101
0	35
3	38
0	1456
0	890
1	882
0	248
0	245
0	118
0	175
0	159
0	180
0	183
0	182
0	99
0	46
0	72
0	63
5	1084
0	1285
4	1264
0	25
2	108
0	148
0	150
1	1101
0	1
20	310
0	11
1	85
0	48
0	44
0	8
0	12
0	83
0	84
0	186
0	197
0	193
0	205
0	188
0	204
0	193
0	203
0	167
0	164
0	144
0	187
0	197
0	193
0	160
0	108
0	122
0	73
0	110
0	93
0	36
0	30
0	39
1	712
1	196
0	0
11	574
0	0
0	136
2	174
3	280
0	311
6	580
3	263
1	845
0	1067
6	517
0	646
2	751
1	94
0	921
0	690
0	927
97	2359
21	2359
13	2275
0	617
0	908
1	950
0	668
113	50
0	77
0	32
0	0
0	0
0	32
1	4
0	3
0	0
0	2
0	4
0	28
0	4
0	0
0	20
0	5
0	35
0	341
0	322
0	34
0	444
0	55
0	430
0	448
0	57
0	427
6	437
0	430
0	34
0	39
0	8
0	59
3	13
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	191
0	191
0	0
0	0
3	415
0	0
0	0
0	0
0	0
0	0
1	286
4	136
0	321
0	37
0	228
1	57
0	23
0	285
0	237
0	51
0	38
1	52
0	44
0	26
0	76
0	103
1	0
1	0
0	0
0	179
2	143
0	248
0	21
1	185
0	0
8	484
0	1
0	0
0	519
1	52
0	31
0	75
2	547
0	3
2	26
0	545
0	558
15	163
33	163
0	791
0	341
0	178
0	116
0	8
0	55
5	30
1	342
0	7
1	831
26	42
0	5
0	5
0	0
1420	402
2	27
0	0
0	0
0	27
0	0
0	0
0	196
0	148
0	369
0	76
27	1094
0	993
0	328
4	918
0	413
3	1
2	1094
0	466
5	466
2	107
10	469
0	75
0	94
1	466
0	52
0	52
0	48
0	6
1	34
0	2
36	32
0	0
0	0
0	7
0	19
0	20
0	6
1	14
0	0
0	0
0	0
3	22
1	5
0	1
2	6
0	1
0	3
3	107
0	151
2	123
6	111
11	31
7	35
0	35
108	150
235	683
3	104
0	59
0	102
1	33
0	20
0	32
0	197
29	415
1	312
0	743
289	869
0	393
0	734
0	169
0	0
0	858
0	1022
0	27
0	0
0	222
0	19
0	0
0	418
0	211
0	803
0	1148
0	1029
53	467
2	815
0	8474
388	8579
76	1494
24	194
33	5
2	5361
28	428
53	282
3	651
0	1785
426	111
0	3388
0	1050
1	492
0	538
80	331
9	25
1	506
0	1172
0	1244
0	964
3	81
0	41
0	1071
0	933
0	18
1	198
0	49
0	1172
0	121
0	86
1	22
0	158
0	95
1	93
10	233
0	100
0	32
11	243
11	443
11	447
0	270
0	0
0	0
0	174
0	10
0	13
0	81
0	90
0	3
0	105
0	162
0	41
0	136
0	4324
0	3964
0	379
0	237
0	269
0	311
0	105
0	330
14	129
19	3502
0	3510
0	129
1	321
0	240
0	259
0	3
13	2917
0	0
1	0
0	0
0	0
0	0
0	4324
0	6
0	53
0	93
0	5
3	94
0	12
2	23
2	22
0	15
0	1
1	77
0	0
0	1
0	1
4	71
0	584
0	410
7	37
4	4
0	325
3	99
6	115
2	2769
0	403
0	2781
0	0
0	0
0	0
7	1157
9	460
0	976
0	141
0	256
0	1056
0	848
0	56
0	90
0	187
1	844
21	935
0	1307
4	89
0	417
0	299
69	1595
0	544
1	296
0	3
0	5
0	1
2	1
0	1
0	1
0	1
0	0
0	1
0	1
0	20
0	77
0	82
6	102
0	0
0	57
0	75
0	39
1	21
0	73
85	0
0	1
0	106
41	2303
39	3871
0	589
12	5602
60	2011
36	64
0	1826
2	972
1	384
3	823
0	250
2	230
19	174
0	13
0	7
0	2
0	3
0	8
0	1
0	6135
0	7
1	4
0	179
0	174
1	122
0	108
0	53
0	1
3	1364
0	0
0	102
1	1161
0	1205
4	181
22	1365
0	1207
0	1199
1	336
5	1193
0	1012
0	8
1	3
0	11
0	36
4	30
0	0
494	4884
29	4419
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	181
0	181
0	0
0	0
0	0
0	1
0	1
0	1
0	28
0	0
0	1
2	49
311	1
679	43
0	101
3	167
0	186
0	84
2	5
0	92
7	108
0	28
4	35
0	14
6	97
0	231
7	267
28	58
1	248
0	27
0	0
1	59
0	164
0	79
0	96
0	193
0	248
1	27
1	131
1	27
0	229
0	109
0	96
0	68
0	28
0	88
1	115
2	0
2	108
0	33
0	32
1	456
0	756
276	3627
64	3620
0	0
0	0
525	66
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	52
0	0
0	0
0	0
0	0
0	0
0	0
2	94
3	85
0	25
0	64
0	58
0	94
0	176
26	401
0	48
0	24
12	259
0	253
1088	781
10	16
11	115
5	23
7	107
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	329
3	26
0	372
0	78
2	349
40	201
0	120
0	270
0	187
2	6
1	46
1	141
1743	440
1	9
0	39
0	29
0	116
0	121
0	5
0	16
1	16
0	7
0	15
0	10
0	1
0	1
0	2
0	1
0	129
0	148
1	2
22	152
0	638
3	507
18	81
1	98
0	208
0	649
322	630
7	654
2	681
12	649
0	261
0	210
0	294
2	86
0	276
23	307
2	657
3	47
497	302
0	3
0	1
0	2
0	6
0	2
1	74
0	4
0	3
0	5
0	7
0	5
0	1
1	93
0	2
3	23
0	1
1	2
0	6
0	5
0	3
0	2
0	7
0	2
0	2
0	1
0	3
0	4
0	2
0	4
0	3
0	4
0	4
0	4
0	4
0	4
0	3
0	3
0	2
0	6
0	74
0	2
0	75
0	3
0	75
0	2
0	1
0	0
0	74
2	1
0	74
0	76
0	76
0	2
0	46
0	5
0	71
0	3
0	3
0	1
0	4
0	946
0	4
1	253
249	4
3	14
0	146
0	2
0	2
357	254
5	37
2	99
339	272
0	89
7	103
0	270
1	4
1	48
2	59
0	338
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1549
10	1549
5	1561
0	87
12	25
0	463
0	560
25	560
4	362
3	40
2	83
1	0
0	406
1	238
410	321
0	51
0	36
3	305
0	326
2	52
3	116
0	188
1	73
0	91
0	101
13	1490
3	200
0	38
214	1577
32	723
0	189
0	200
0	14
0	228
0	6
0	2
1	3
2	189
0	0
0	0
0	0
0	8
0	39
0	33
0	10
1	25
0	1
138	52
0	64
0	443
12	1
12	441
1049	64
14	1146
0	451
132	1132
0	579
0	44
7	863
1	693
0	20
0	35
248	1
0	35
0	3
19	3
86	1013
0	0
1	0
0	2716
0	2153
0	2153
9	474
0	568
1	12
18	137
1	854
0	3
1	279
1	61
0	0
0	0
0	0
0	2153
4	12
2	16
0	0
1	1
7	55
0	743
0	19
3	25
0	743
0	102
5	184
6	3
0	743
1	1
157	788
0	1
0	786
0	111
1	68
1	43
1	504
1	436
3	335
0	70
3	363
0	132
0	107
0	0
0	0
0	0
0	0
17	437
0	0
0	0
0	0
9	904
1	907
1	80
3	878
11	142
2	342
6	864
0	2100
0	930
2	2223
0	166
0	186
0	2175
